1000,1.17
2000,14.79
3000,17.25
4000,17.16
5000,14.46
6000,15.35
7000,14.28
8000,16.14
9000,16.53
10000,13.07
11000,14.98
12000,14.96
13000,9.15
14000,14.35
15000,11.81
16000,11.46
17000,27.64
18000,10.73
19000,15.24
20000,11.12
21000,10.68
22000,14.5
23000,13.36
24000,4.92
25000,8.1
26000,15.21
27000,11.49
28000,10.75
29000,8.97
30000,5.81
31000,13.18
32000,13.45
33000,13.04
34000,14.06
35000,9.07
36000,17.86
37000,13.8
38000,17.38
39000,15.11
40000,12.92
41000,14.05
42000,15.79
43000,14.5
44000,8.85
45000,14.38
46000,14.23
47000,10.44
48000,6.03
49000,12.81
50000,13.31
51000,11.94
52000,8.3
53000,10.2
54000,12.15
55000,8.58
56000,8.97
57000,12.8
58000,14.02
59000,12.96
60000,11.01
61000,12.85
62000,12.89
63000,13.71
64000,10.11
65000,13.08
66000,14.92
67000,13.49
68000,13.24
69000,11.59
70000,14.3
71000,14.27
72000,14.9
73000,12.52
74000,10.43
75000,13.61
76000,14.3
77000,8.49
78000,13.59
79000,12.31
80000,12.26
